,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
29281,8 Ave & W 27 St,40.747968,-73.996637,Dim Sum,Hey Yuet,4.5,207,251 W 26th St,(646) 998-4196
29282,8 Ave & W 27 St,40.747968,-73.996637,Middle Eastern,Shukette,4.5,319,230 9th Ave,(646) 998-4196
29283,8 Ave & W 27 St,40.747968,-73.996637,Cuban,Calle Dao Chelsea,4.5,1038,461 W 23rd St,(212) 414-4104
29284,8 Ave & W 27 St,40.747968,-73.996637,Thai,Thai Villa,4.5,4771,5 E 19th St,(212) 802-9999
29285,8 Ave & W 27 St,40.747968,-73.996637,Korean,Anytime Kitchen ,4.5,2700,23 W 32nd St,(646) 669-7733
29286,8 Ave & W 27 St,40.747968,-73.996637,American (New),Eleven Madison Park,4.5,2433,11 Madison Ave,(212) 889-0905
29287,8 Ave & W 27 St,40.747968,-73.996637,Italian,Ci Siamo,4.5,339,440 West 33rd St,(212) 219-6559
29288,8 Ave & W 27 St,40.747968,-73.996637,Gastropubs,Haymaker Bar and Kitchen,4.0,395,252 W 29th St,(646) 429-8237
29289,8 Ave & W 27 St,40.747968,-73.996637,French,OCabanon,4.0,455,245 W 29th St,(646) 669-7879
29290,8 Ave & W 27 St,40.747968,-73.996637,Sushi Bars,Sushi Blossoms,4.5,103,334 8th Ave,(646) 478-7728
29291,8 Ave & W 27 St,40.747968,-73.996637,Vegan,Beyond Sushi,4.5,712,134 West 37th St,(212) 564-0869
29292,8 Ave & W 27 St,40.747968,-73.996637,Tapas Bars,Izakaya MEW,4.5,2844,53 W 35th St,(646) 368-9384
29293,8 Ave & W 27 St,40.747968,-73.996637,Pizza,NY Pizza Suprema,4.5,2516,413 8th Ave,(212) 594-8939
29294,8 Ave & W 27 St,40.747968,-73.996637,Vegetarian,PLANTA Queen Nomad,4.5,650,15 W 27th St,(917) 675-7700
29295,8 Ave & W 27 St,40.747968,-73.996637,Seafood,Burger & Lobster - Flatiron NYC,4.0,5881,39 W 19th St,(646) 833-7532
29296,8 Ave & W 27 St,40.747968,-73.996637,Ramen,Jun-Men Ramen Bar,4.0,713,249 9th Ave,(646) 852-6787
29297,8 Ave & W 27 St,40.747968,-73.996637,Dim Sum,Joy Love Club,4.5,141,232 8th Ave,(917) 388-3198
29298,8 Ave & W 27 St,40.747968,-73.996637,Cocktail Bars,Oscar Wilde,4.0,1211,45 W 27th St,(212) 213-3066
29299,8 Ave & W 27 St,40.747968,-73.996637,Pubs,Maggie Reillys Restaurant,4.0,109,340 9th Ave,(646) 476-3209
29300,E 14 St & Avenue B,40.72938685,-73.97772429,Seafood,Ama Raw Bar - East Village,4.5,183,190 Avenue B,(212) 845-9896
29301,E 14 St & Avenue B,40.72938685,-73.97772429,Asian Fusion,11 Tigers,4.0,141,225 Avenue B,(929) 235-6826
29302,E 14 St & Avenue B,40.72938685,-73.97772429,Korean,Thursday Kitchen,4.5,1764,424 E 9th St,(929) 235-6826
29303,E 14 St & Avenue B,40.72938685,-73.97772429,Korean,Mokyo,4.5,336,109 St Marks Pl,(929) 235-6826
29304,E 14 St & Avenue B,40.72938685,-73.97772429,Wine Bars,Au Za'atar,4.0,1574,188 Avenue A,(212) 254-5660
29305,E 14 St & Avenue B,40.72938685,-73.97772429,Vietnamese,Hanoi House,4.5,724,119 Saint Marks Pl,(212) 995-5010
29306,E 14 St & Avenue B,40.72938685,-73.97772429,Italian,Jose Luis Mediterranean Cuisine,5.0,184,186 Ave B,(646) 707-0746
29307,E 14 St & Avenue B,40.72938685,-73.97772429,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2072,95 1st Ave,(646) 791-5400
29308,E 14 St & Avenue B,40.72938685,-73.97772429,Thai,LoveMama,4.5,6513,174 2nd Ave,(212) 254-5370
29309,E 14 St & Avenue B,40.72938685,-73.97772429,Ethiopian,Haile Bistro,4.5,293,182 Ave B,(212) 673-8949
29310,E 14 St & Avenue B,40.72938685,-73.97772429,Mexican,El Camion,4.0,767,194 Ave A,(212) 533-5436
29311,E 14 St & Avenue B,40.72938685,-73.97772429,Thai,Soothr,4.5,1091,204 E 13th St,(212) 844-9789
29312,E 14 St & Avenue B,40.72938685,-73.97772429,Steakhouses,Boucherie Union Square,4.5,1428,225 Park Ave S,(212) 353-0200
29313,E 14 St & Avenue B,40.72938685,-73.97772429,Cafes,Dua Kafe,4.5,109,520 E 14th St,(212) 228-1696
29314,E 14 St & Avenue B,40.72938685,-73.97772429,Cocktail Bars,A10 Kitchen,4.0,87,162 Ave A,(917) 261-6888
29315,E 14 St & Avenue B,40.72938685,-73.97772429,Korean,Nowon East Village ,4.5,286,507 East 6th St,(646) 692-3867
29316,E 14 St & Avenue B,40.72938685,-73.97772429,Bars,FERNS,4.5,249,166 1st Ave,(646) 998-5034
29317,E 14 St & Avenue B,40.72938685,-73.97772429,Wine Bars,Gomi Korean Wine Bar,4.5,159,186 Ave A,(646) 707-0707
29318,E 14 St & Avenue B,40.72938685,-73.97772429,Italian,Gnocco,4.0,577,337 E 10th St,(212) 677-1913
29319,E 14 St & Avenue B,40.72938685,-73.97772429,Tuscan,Fiaschetteria Pistoia,4.0,275,647 E 11th St,(212) 777-3355
29320,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Thai,LoveMama,4.5,6513,174 2nd Ave,(212) 254-5370
29321,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Thai,Soothr,4.5,1091,204 E 13th St,(212) 844-9789
29322,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Korean,The Nook NYC,4.5,70,199 2nd Ave,(646) 590-2222
29323,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Ramen,Kyuramen - Union Square,4.5,618,210 E 14th St,(646) 692-4120
29324,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Szechuan,Han Dynasty,4.0,1357,90 3rd Ave,(212) 390-8685
29325,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Pubs,The Winslow,4.5,675,243 E 14th St,(212) 777-7717
29326,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,American (New),The Smith,3.5,2183,55 3rd Ave,(212) 420-9800
29327,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,American (New),Gramercy Tavern,4.5,3377,42 E 20th St,(212) 477-0777
29328,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Korean,Thursday Kitchen,4.5,1764,424 E 9th St,(212) 477-0777
29329,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Ramen,Ippudo NY,4.0,10641,65 4th Ave,(212) 388-0088
29330,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Thai,Thai Villa,4.5,4771,5 E 19th St,(212) 802-9999
29331,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Vietnamese,Madame Vo,4.0,1068,212 E 10th St,(917) 261-2115
29332,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Bars,FERNS,4.5,249,166 1st Ave,(646) 998-5034
29333,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Japanese,Sushi Lab - East Village,5.0,76,320 East 11th St,(212) 665-3737
29334,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2072,95 1st Ave,(646) 791-5400
29335,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Pizza,Numero 28 Ristorante Pizzeria Bar,4.0,579,176 2nd Ave,(212) 777-1555
29336,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Korean,Mokyo,4.5,336,109 St Marks Pl,(212) 777-1555
29337,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Greek,Taverna Kyclades - East Village,4.0,953,228 1st Ave,(212) 432-0011
29338,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,American (New),Hearth,4.0,795,403 East 12th St,(646) 602-1300
29339,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,Italian,John's of 12th Street,4.0,865,302 E 12th St,(212) 475-9531
29340,20 Ave & 38 St,40.777112,-73.902382,Australian,The Thirsty Koala,4.5,1251,35-12 Ditmars Blvd,(718) 626-5430
29341,20 Ave & 38 St,40.777112,-73.902382,Greek,Loukoumi Taverna,4.5,541,45-07 Ditmars Blvd,(718) 626-3200
29342,20 Ave & 38 St,40.777112,-73.902382,Seafood,Taverna Kyclades,4.0,2740,3601 Ditmars Blvd,(718) 545-8666
29343,20 Ave & 38 St,40.777112,-73.902382,Italian,Trattoria L'incontro,4.5,1112,21-76 31st St,(718) 721-3532
29344,20 Ave & 38 St,40.777112,-73.902382,Ramen,HinoMaru Ramen,4.0,955,33-18 Ditmars Blvd,(718) 777-0228
29345,20 Ave & 38 St,40.777112,-73.902382,American (New),The Pomeroy,4.5,327,36-12 Ditmars Blvd,(718) 721-1579
29346,20 Ave & 38 St,40.777112,-73.902382,Pizza,Tufino Pizzeria Napoletana,4.0,471,36-08 Ditmars Blvd,(718) 278-4800
29347,20 Ave & 38 St,40.777112,-73.902382,Mediterranean,Tru Astoria,4.0,481,35-19 Ditmars Blvd,(646) 878-6000
29348,20 Ave & 38 St,40.777112,-73.902382,Seafood,Hamido Seafood,4.5,332,3308 Ditmars Blvd,(718) 545-2200
29349,20 Ave & 38 St,40.777112,-73.902382,Gastropubs,The Bonnie,4.0,791,29-12 23rd Ave,(718) 274-2105
29350,20 Ave & 38 St,40.777112,-73.902382,Cocktail Bars,Ninos Aq,4.0,250,35-01 Ditmars Blvd,(718) 777-0010
29351,20 Ave & 38 St,40.777112,-73.902382,French,Chez Olivia,4.5,72,29-11 23rd Ave,(718) 204-0952
29352,20 Ave & 38 St,40.777112,-73.902382,Pizza,Alba's Pizza & Restaurant,4.0,303,3620 Ditmars Blvd,(718) 932-5924
29353,20 Ave & 38 St,40.777112,-73.902382,Greek,Telly's Taverna,4.0,457,28-13 23rd Ave,(718) 728-9056
29354,20 Ave & 38 St,40.777112,-73.902382,Seafood,Sabry's,4.5,342,2425 Steinway St,(718) 721-9010
29355,20 Ave & 38 St,40.777112,-73.902382,Sushi Bars,Watawa Sushi,4.0,983,33-10 Ditmars Blvd,(718) 545-9596
29356,20 Ave & 38 St,40.777112,-73.902382,Breakfast & Brunch,The Ditty,4.0,236,3503 Ditmars Blvd,(347) 617-1747
29357,20 Ave & 38 St,40.777112,-73.902382,Latin American,Acento Latin Kitchen and Bar,4.0,104,33-06 Ditmars Blvd,(718) 440-9435
29358,20 Ave & 38 St,40.777112,-73.902382,Steakhouses,Christo's Steak House,4.0,460,4108 23rd Ave,(718) 777-8400
29359,20 Ave & 38 St,40.777112,-73.902382,Greek,Victory Garden Cafe,4.0,130,21-69 Steinway St,(718) 274-2087
29360,20 Ave & 48 St,40.772899,-73.896849,Greek,Loukoumi Taverna,4.5,541,45-07 Ditmars Blvd,(718) 626-3200
29361,20 Ave & 48 St,40.772899,-73.896849,American (New),The Pomeroy,4.5,327,36-12 Ditmars Blvd,(718) 721-1579
29362,20 Ave & 48 St,40.772899,-73.896849,Seafood,Taverna Kyclades,4.0,2740,3601 Ditmars Blvd,(718) 545-8666
29363,20 Ave & 48 St,40.772899,-73.896849,Pizza,Tufino Pizzeria Napoletana,4.0,471,36-08 Ditmars Blvd,(718) 278-4800
29364,20 Ave & 48 St,40.772899,-73.896849,Steakhouses,Christo's Steak House,4.0,460,4108 23rd Ave,(718) 777-8400
29365,20 Ave & 48 St,40.772899,-73.896849,Cocktail Bars,Ninos Aq,4.0,250,35-01 Ditmars Blvd,(718) 777-0010
29366,20 Ave & 48 St,40.772899,-73.896849,Mediterranean,Tru Astoria,4.0,481,35-19 Ditmars Blvd,(646) 878-6000
29367,20 Ave & 48 St,40.772899,-73.896849,Pizza,Alba's Pizza & Restaurant,4.0,303,3620 Ditmars Blvd,(718) 932-5924
29368,20 Ave & 48 St,40.772899,-73.896849,Coffee & Tea,Queen's Room,4.5,220,3602 Ditmars Blvd,(347) 987-3994
29369,20 Ave & 48 St,40.772899,-73.896849,Greek,Victory Garden Cafe,4.0,130,21-69 Steinway St,(718) 274-2087
29370,20 Ave & 48 St,40.772899,-73.896849,Italian,Antonio's Kitchen,3.5,143,76-08 21st Ave,(718) 728-9200
29371,20 Ave & 48 St,40.772899,-73.896849,Burgers,Jackson Hole,4.0,632,6935 Astoria Blvd N,(718) 204-7070
29372,20 Ave & 48 St,40.772899,-73.896849,Irish Pub,Jack Jones Bar,4.5,82,38-01 Ditmars Bvld,(929) 424-3180
29373,20 Ave & 48 St,40.772899,-73.896849,Italian,Forno Siciliano,4.0,103,43-19 Ditmars Blvd,(718) 267-0790
29374,20 Ave & 48 St,40.772899,-73.896849,Sushi Bars,Aji Sushi House,4.0,496,3606 Ditmars Blvd,(718) 777-8889
29375,20 Ave & 48 St,40.772899,-73.896849,Italian,Table 21,4.5,15,76-08 21st Ave E,(929) 421-4606
29376,20 Ave & 48 St,40.772899,-73.896849,Tapas/Small Plates,Lagano,4.5,57,36-03 Ditmars Blvd,(347) 808-8802
29377,20 Ave & 48 St,40.772899,-73.896849,Japanese,Sakura Japanese Cuisine,4.0,223,35-15 Ditmars Blvd,(718) 777-2188
29378,20 Ave & 48 St,40.772899,-73.896849,Italian,Piu Bella,4.0,77,79-16 21st Ave,(718) 721-6500
29379,20 Ave & 48 St,40.772899,-73.896849,Beer Bar,The Bier and Cheese Collective,4.5,138,35-11 Ditmars Blvd,(718) 255-6982
29380,Windsor Pl & 8 Ave,40.660906,-73.983074,Bars,Krupa Grocery,4.5,396,231 Prospect Park W,(718) 709-7098
29381,Windsor Pl & 8 Ave,40.660906,-73.983074,Italian,Giovanni's Brooklyn Eats,4.0,553,1657 8th Ave,(718) 788-8001
29382,Windsor Pl & 8 Ave,40.660906,-73.983074,American (New),The Windsor Tavern,5.0,30,256 Prospect Park W,(718) 788-7800
29383,Windsor Pl & 8 Ave,40.660906,-73.983074,Indonesian,Java Indonesian Restaurant,4.0,244,455 7th Ave,(718) 832-4583
29384,Windsor Pl & 8 Ave,40.660906,-73.983074,Mexican,Fonda Park Slope,4.0,908,434 7th Ave,(718) 369-3144
29385,Windsor Pl & 8 Ave,40.660906,-73.983074,Burgers,Gnarly Eats,4.5,299,447 7th Ave,(718) 360-1661
29386,Windsor Pl & 8 Ave,40.660906,-73.983074,Italian,Piccoli Trattoria,4.5,587,522 6th Ave,(718) 788-0066
29387,Windsor Pl & 8 Ave,40.660906,-73.983074,Sandwiches,Zatar Cafe & Bistro,4.5,184,1201 8th Ave,(929) 252-1287
29388,Windsor Pl & 8 Ave,40.660906,-73.983074,Italian,Baciccia Pizza e Cucina,4.5,152,426A 7th Ave,(718) 788-1000
29389,Windsor Pl & 8 Ave,40.660906,-73.983074,Mediterranean,Athena Mediterranean Cuisine,4.5,422,535 6th Ave,(718) 965-4578
29390,Windsor Pl & 8 Ave,40.660906,-73.983074,Dim Sum,East Wind Snack Shop,4.0,244,471 16th St,(929) 295-0188
29391,Windsor Pl & 8 Ave,40.660906,-73.983074,Cinema,Nitehawk Cinema - Prospect Park,3.5,238,188 Prospect Park W,(646) 963-9295
29392,Windsor Pl & 8 Ave,40.660906,-73.983074,Japanese,Ten Japanese Cuisine,4.0,268,440 7th Ave,(718) 768-9888
29393,Windsor Pl & 8 Ave,40.660906,-73.983074,Indian,Lore,4.5,61,441 7th Ave,(347) 599-0300
29394,Windsor Pl & 8 Ave,40.660906,-73.983074,Pubs,The Double Windsor,4.0,459,210 Prospect Park W,(347) 725-3479
29395,Windsor Pl & 8 Ave,40.660906,-73.983074,Mexican,Casa Azul,4.5,168,369 7th Ave,(929) 337-6767
29396,Windsor Pl & 8 Ave,40.660906,-73.983074,Middle Eastern,Bedawi Cafe,4.0,187,266 Prospect Park W,(718) 499-3444
29397,Windsor Pl & 8 Ave,40.660906,-73.983074,Mediterranean,Greek Xpress,4.0,120,263 Prospect Park W,(718) 499-1105
29398,Windsor Pl & 8 Ave,40.660906,-73.983074,Italian,Mariella,4.5,386,492 6th Ave,(718) 499-2132
29399,Windsor Pl & 8 Ave,40.660906,-73.983074,French,Le Paddock,4.0,351,1235 Prospect Ave,(718) 435-0921
29400,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Cajun/Creole,Sugar Freak,4.0,2061,37-11 30th Ave,(718) 606-1900
29401,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Barbeque,Butcher Bar,4.0,2296,37-10 30th Ave,(718) 606-8140
29402,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Breakfast & Brunch,The Shady Lady,4.0,1040,34-19 30th Ave,(718) 440-9081
29403,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Cajun/Creole,The Boil,4.0,2067,40-11 30th Ave,(347) 935-3015
29404,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Cocktail Bars,La Vecina,4.5,222,30-66 Steinway St,(718) 433-9399
29405,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Tacos,Taco Tumba,4.0,116,30-10 Steinway St,(929) 208-0755
29406,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Pizza,Andrew Bellucci's Pizzeria,4.5,143,37-08 30th Ave,(718) 407-2497
29407,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Japanese,Pink Nori,4.0,500,36-06 30th Ave,(718) 685-2365
29408,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Sandwiches,Krave It Pizza & Sandwich Joint ,4.5,79,36-18 30th Ave,(646) 927-2999
29409,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Latin American,Blend Astoria,3.5,878,37-17 30th Ave,(718) 606-6383
29410,38 St & 30 Ave,40.764174520197685,-73.91583994030952,New Mexican Cuisine,Hoja Santa,4.5,114,40-17 30th Ave,(718) 685-2099
29411,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Donuts,Comfortland,4.0,334,40-09 30th Ave,(347) 642-9932
29412,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Vietnamese,District Saigon,4.5,761,37-15 Broadway,(718) 956-0007
29413,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Indian,Seva Indian Cuisine,4.5,1426,34-11 30th Ave,(718) 626-4440
29414,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Bars,Sweet Afton,4.0,1168,30-09 34th St,(718) 777-2570
29415,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Thai,Pye Boat Noodle,4.5,1032,35-13 Broadway,(718) 685-2329
29416,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Italian,Vite Vinosteria,4.5,689,31-05 34th St,(718) 278-8483
29417,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Seafood,Off The Hook Raw Bar & Grill,4.0,515,28-08 34th St,(718) 721-2112
29418,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Pizza,Milkflower,4.5,760,3412 31st Ave,(718) 204-1300
29419,38 St & 30 Ave,40.764174520197685,-73.91583994030952,Italian,Via Trenta Osteria,3.5,523,3619 30th Ave,(718) 545-2090
29420,16th St & 4th Ave,40.666197,-73.992466,Latin American,Surfish Bistro,4.0,440,550 3rd Ave,(718) 788-8070
29421,16th St & 4th Ave,40.666197,-73.992466,Italian,Piccoli Trattoria,4.5,587,522 6th Ave,(718) 788-0066
29422,16th St & 4th Ave,40.666197,-73.992466,Mexican,Chela Park Slope,4.5,662,408 5th Ave,(718) 701-1891
29423,16th St & 4th Ave,40.666197,-73.992466,Pubs,Black Horse Pub,4.0,224,568 5th Ave,(718) 788-1975
29424,16th St & 4th Ave,40.666197,-73.992466,Seafood,Bar Crudo,4.5,260,412 Fifth Ave,(718) 701-1894
29425,16th St & 4th Ave,40.666197,-73.992466,Mediterranean,Athena Mediterranean Cuisine,4.5,422,535 6th Ave,(718) 965-4578
29426,16th St & 4th Ave,40.666197,-73.992466,French,Olivier Bistro,4.0,370,469 4th Ave,(718) 768-6600
29427,16th St & 4th Ave,40.666197,-73.992466,Wine Bars,Tambour,4.5,143,652 5th Ave,(347) 916-1747
29428,16th St & 4th Ave,40.666197,-73.992466,Empanadas,Empanada Loca,4.0,336,606 5th Ave,(718) 369-2118
29429,16th St & 4th Ave,40.666197,-73.992466,Peruvian,Mikhuy,4.0,45,524 4th Ave,(347) 599-0319
29430,16th St & 4th Ave,40.666197,-73.992466,Bars,Prospect Bar and Grill,4.0,171,545 5th Ave,(347) 599-1087
29431,16th St & 4th Ave,40.666197,-73.992466,Grocery,Reyes Deli & Grocery,4.5,230,532 4th Ave,(718) 369-3211
29432,16th St & 4th Ave,40.666197,-73.992466,Argentine,El Mate,4.5,358,550 Court St,(718) 222-1102
29433,16th St & 4th Ave,40.666197,-73.992466,Italian,Mariella,4.5,386,492 6th Ave,(718) 499-2132
29434,16th St & 4th Ave,40.666197,-73.992466,Desserts,Yardsale Cafe,5.0,68,620 5th Ave,(929) 477-0167
29435,16th St & 4th Ave,40.666197,-73.992466,Brazilian,Santo Bruklin,4.5,258,548 Court St,(917) 909-1231
29436,16th St & 4th Ave,40.666197,-73.992466,Pizza,Peppino's Brick Oven Pizza & Restaurant,4.5,498,469 5th Ave,(718) 768-7244
29437,16th St & 4th Ave,40.666197,-73.992466,Mexican,Alma Negra,4.5,41,494 4th Ave,(718) 768-7244
29438,16th St & 4th Ave,40.666197,-73.992466,Cocktail Bars,Sweet Talk,4.0,296,457 3rd Ave,(718) 499-3400
29439,16th St & 4th Ave,40.666197,-73.992466,Turkish,Tava Turkish and Mediterranean,4.5,263,318 5th Ave,(718) 499-5600
29440,17 St & 5 Ave,40.663493,-73.991007,Empanadas,Empanada Loca,4.0,336,606 5th Ave,(718) 369-2118
29441,17 St & 5 Ave,40.663493,-73.991007,Wine Bars,Tambour,4.5,143,652 5th Ave,(347) 916-1747
29442,17 St & 5 Ave,40.663493,-73.991007,Italian,Piccoli Trattoria,4.5,587,522 6th Ave,(718) 788-0066
29443,17 St & 5 Ave,40.663493,-73.991007,Ramen,South Slope Ramen,4.0,106,651 5th Ave,(718) 788-8055
29444,17 St & 5 Ave,40.663493,-73.991007,Mediterranean,Athena Mediterranean Cuisine,4.5,422,535 6th Ave,(718) 965-4578
29445,17 St & 5 Ave,40.663493,-73.991007,Pubs,Black Horse Pub,4.0,224,568 5th Ave,(718) 788-1975
29446,17 St & 5 Ave,40.663493,-73.991007,Mexican,Chela Park Slope,4.5,662,408 5th Ave,(718) 701-1891
29447,17 St & 5 Ave,40.663493,-73.991007,Pizza,Luigi's Pizza,4.5,492,686 5th Ave,(718) 499-3857
29448,17 St & 5 Ave,40.663493,-73.991007,Bars,Panchitas Place,4.5,167,709 5th Ave,(917) 909-0404
29449,17 St & 5 Ave,40.663493,-73.991007,Music Venues,Freddy's Bar,4.5,240,627 5th Ave,(718) 768-0131
29450,17 St & 5 Ave,40.663493,-73.991007,Bars,Krupa Grocery,4.5,396,231 Prospect Park W,(718) 709-7098
29451,17 St & 5 Ave,40.663493,-73.991007,Pizza,Battle Hill Tavern,4.5,51,686 6th Ave,(347) 987-3055
29452,17 St & 5 Ave,40.663493,-73.991007,Seafood,Bar Crudo,4.5,260,412 Fifth Ave,(718) 701-1894
29453,17 St & 5 Ave,40.663493,-73.991007,Bars,Prospect Bar and Grill,4.0,171,545 5th Ave,(347) 599-1087
29454,17 St & 5 Ave,40.663493,-73.991007,Pizza,Giuseppina's,4.5,353,691 6th Ave,(718) 499-5052
29455,17 St & 5 Ave,40.663493,-73.991007,Italian,Mariella,4.5,386,492 6th Ave,(718) 499-2132
29456,17 St & 5 Ave,40.663493,-73.991007,Desserts,Yardsale Cafe,5.0,68,620 5th Ave,(929) 477-0167
29457,17 St & 5 Ave,40.663493,-73.991007,Mexican,Fonda Park Slope,4.0,908,434 7th Ave,(718) 369-3144
29458,17 St & 5 Ave,40.663493,-73.991007,Mexican,I Love Guacamole,5.0,15,647 5th Ave,(347) 335-0396
29459,17 St & 5 Ave,40.663493,-73.991007,Latin American,Surfish Bistro,4.0,440,550 3rd Ave,(718) 788-8070
29460,6 Ave & 21 St,40.66016,-73.990974,Bars,Panchitas Place,4.5,167,709 5th Ave,(917) 909-0404
29461,6 Ave & 21 St,40.66016,-73.990974,Pizza,Giuseppina's,4.5,353,691 6th Ave,(718) 499-5052
29462,6 Ave & 21 St,40.66016,-73.990974,Pizza,Battle Hill Tavern,4.5,51,686 6th Ave,(347) 987-3055
29463,6 Ave & 21 St,40.66016,-73.990974,Wine Bars,Tambour,4.5,143,652 5th Ave,(347) 916-1747
29464,6 Ave & 21 St,40.66016,-73.990974,Pizza,Luigi's Pizza,4.5,492,686 5th Ave,(718) 499-3857
29465,6 Ave & 21 St,40.66016,-73.990974,Lounges,Sea Witch,4.0,291,703 5th Ave,(347) 227-7166
29466,6 Ave & 21 St,40.66016,-73.990974,Bars,Krupa Grocery,4.5,396,231 Prospect Park W,(718) 709-7098
29467,6 Ave & 21 St,40.66016,-73.990974,Italian,Piccoli Trattoria,4.5,587,522 6th Ave,(718) 788-0066
29468,6 Ave & 21 St,40.66016,-73.990974,Ramen,South Slope Ramen,4.0,106,651 5th Ave,(718) 788-8055
29469,6 Ave & 21 St,40.66016,-73.990974,Mediterranean,Athena Mediterranean Cuisine,4.5,422,535 6th Ave,(718) 965-4578
29470,6 Ave & 21 St,40.66016,-73.990974,Italian,Giovanni's Brooklyn Eats,4.0,553,1657 8th Ave,(718) 788-8001
29471,6 Ave & 21 St,40.66016,-73.990974,Mexican,Fonda Park Slope,4.0,908,434 7th Ave,(718) 369-3144
29472,6 Ave & 21 St,40.66016,-73.990974,Desserts,Yardsale Cafe,5.0,68,620 5th Ave,(929) 477-0167
29473,6 Ave & 21 St,40.66016,-73.990974,Mexican,Jalapeno King,4.0,98,719 5th Ave,(347) 987-3777
29474,6 Ave & 21 St,40.66016,-73.990974,Indonesian,Java Indonesian Restaurant,4.0,244,455 7th Ave,(718) 832-4583
29475,6 Ave & 21 St,40.66016,-73.990974,Italian,Mariella,4.5,386,492 6th Ave,(718) 499-2132
29476,6 Ave & 21 St,40.66016,-73.990974,Music Venues,Freddy's Bar,4.5,240,627 5th Ave,(718) 768-0131
29477,6 Ave & 21 St,40.66016,-73.990974,Mexican,I Love Guacamole,5.0,15,647 5th Ave,(347) 335-0396
29478,6 Ave & 21 St,40.66016,-73.990974,Italian,Baciccia Pizza e Cucina,4.5,152,426A 7th Ave,(718) 788-1000
29479,6 Ave & 21 St,40.66016,-73.990974,Empanadas,Empanada Loca,4.0,336,606 5th Ave,(718) 369-2118
29480,21 St & 4 Ave,40.662584,-73.995554,Wine Bars,Tambour,4.5,143,652 5th Ave,(347) 916-1747
29481,21 St & 4 Ave,40.662584,-73.995554,Bars,Panchitas Place,4.5,167,709 5th Ave,(917) 909-0404
29482,21 St & 4 Ave,40.662584,-73.995554,Pizza,Luigi's Pizza,4.5,492,686 5th Ave,(718) 499-3857
29483,21 St & 4 Ave,40.662584,-73.995554,Lounges,Sea Witch,4.0,291,703 5th Ave,(347) 227-7166
29484,21 St & 4 Ave,40.662584,-73.995554,Mexican,Chela Park Slope,4.5,662,408 5th Ave,(718) 701-1891
29485,21 St & 4 Ave,40.662584,-73.995554,Italian,Piccoli Trattoria,4.5,587,522 6th Ave,(718) 788-0066
29486,21 St & 4 Ave,40.662584,-73.995554,Ramen,South Slope Ramen,4.0,106,651 5th Ave,(718) 788-8055
29487,21 St & 4 Ave,40.662584,-73.995554,Seafood,Bar Crudo,4.5,260,412 Fifth Ave,(718) 701-1894
29488,21 St & 4 Ave,40.662584,-73.995554,Pizza,Battle Hill Tavern,4.5,51,686 6th Ave,(347) 987-3055
29489,21 St & 4 Ave,40.662584,-73.995554,Mediterranean,Athena Mediterranean Cuisine,4.5,422,535 6th Ave,(718) 965-4578
