,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
20616,5 Av & W 139 St,40.815484,-73.935856,Noodles,The Noodle,4.5,281,370 Malcolm X Blvd,(646) 850-0208,10,7,17
20617,5 Av & W 139 St,40.815484,-73.935856,Soul Food,Jacob Soul Food Restaurant,4.0,398,373 Lenox Ave,(212) 866-3663,10,7,17
20618,5 Av & W 139 St,40.815484,-73.935856,Senegalese,Chez Maty Et Sokhna,4.0,101,2249 Adam Clayton Powell Jr Blvd,(212) 368-5005,10,7,17
20619,5 Av & W 139 St,40.815484,-73.935856,Coffee & Tea,Sugar Hill Cafe,4.5,441,410 W 145th St,(212) 234-2024,10,7,17
20620,W 133 St & 12 Ave,40.820003,-73.959089,Barbeque,Dinosaur Bar-B-Que,4.0,3484,700 W 125th St,(212) 694-1777,14,1,15
20621,W 133 St & 12 Ave,40.820003,-73.959089,American (Traditional),Baylander Steel Beach,4.0,153,125th St W Harlem Piers,(212) 694-1777,14,1,15
20622,W 133 St & 12 Ave,40.820003,-73.959089,Chinese,Panda Harlem,3.5,130,2331 12th Ave,(347) 905-4192,14,1,15
20623,W 133 St & 12 Ave,40.820003,-73.959089,Mexican,Skinny’s Cantina On the Hudson,2.5,117,701 W 133rd St,(917) 672-4111,14,1,15
20624,W 133 St & 12 Ave,40.820003,-73.959089,Ramen,ROKC,4.5,524,3452 Broadway,(332) 217-8755,14,1,15
20625,W 133 St & 12 Ave,40.820003,-73.959089,Cocktail Bars,The Honey Well,4.5,403,3604 Broadway,(332) 217-8755,14,1,15
20626,W 133 St & 12 Ave,40.820003,-73.959089,Italian,Pisticci,4.0,1035,125 La Salle St,(212) 932-3500,14,1,15
20627,W 133 St & 12 Ave,40.820003,-73.959089,Sports Bars,123BSB,3.5,78,712 W 125th St,(646) 850-0193,14,1,15
20628,W 133 St & 12 Ave,40.820003,-73.959089,Gastropubs,The Expat,4.0,128,64 Tiemann Pl,(646) 410-2922,14,1,15
20629,W 133 St & 12 Ave,40.820003,-73.959089,Pizza,Fumo - Harlem,4.0,591,1600 Amsterdam Ave,(646) 692-6675,14,1,15
20630,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Harlem Public,4.0,1187,3612 Broadway,(212) 939-9404,14,1,15
20631,W 133 St & 12 Ave,40.820003,-73.959089,Mexican,Oso,4.0,357,1618 Amsterdam Ave At 140th St,(646) 858-3139,14,1,15
20632,W 133 St & 12 Ave,40.820003,-73.959089,French,Faso Taste,5.0,15,3350 Broadway,(646) 484-5548,14,1,15
20633,W 133 St & 12 Ave,40.820003,-73.959089,Italian,314 Pizza Pasta & Cocktail Bar,4.5,139,3143 Broadway,(646) 682-7645,14,1,15
20634,W 133 St & 12 Ave,40.820003,-73.959089,French,Maison Harlem,4.0,576,341 St Nicholas Ave,(212) 222-9224,14,1,15
20635,W 133 St & 12 Ave,40.820003,-73.959089,Ramen,Jin Ramen,4.0,1161,3183 Broadway,(646) 559-2862,14,1,15
20636,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Trufa Restaurant,4.0,347,3431 Broadway,(212) 281-6165,14,1,15
20637,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Hamilton Hall,4.5,65,3493 Broadway,(646) 454-9797,14,1,15
20638,W 133 St & 12 Ave,40.820003,-73.959089,Spanish,Oliva Tapas Españolas,5.0,21,3229 Broadway,(917) 522-9830,14,1,15
20639,W 133 St & 12 Ave,40.820003,-73.959089,Japanese,Geisha Sushi,4.0,475,3468 Broadway,(212) 862-7800,14,1,15
20640,W 133 St & 12 Ave,40.820003,-73.959089,Barbeque,Dinosaur Bar-B-Que,4.0,3484,700 W 125th St,(212) 694-1777,14,1,15
20641,W 133 St & 12 Ave,40.820003,-73.959089,American (Traditional),Baylander Steel Beach,4.0,153,125th St W Harlem Piers,(212) 694-1777,14,1,15
20642,W 133 St & 12 Ave,40.820003,-73.959089,Chinese,Panda Harlem,3.5,130,2331 12th Ave,(347) 905-4192,14,1,15
20643,W 133 St & 12 Ave,40.820003,-73.959089,Mexican,Skinny’s Cantina On the Hudson,2.5,117,701 W 133rd St,(917) 672-4111,14,1,15
20644,W 133 St & 12 Ave,40.820003,-73.959089,Ramen,ROKC,4.5,524,3452 Broadway,(332) 217-8755,14,1,15
20645,W 133 St & 12 Ave,40.820003,-73.959089,Cocktail Bars,The Honey Well,4.5,403,3604 Broadway,(332) 217-8755,14,1,15
20646,W 133 St & 12 Ave,40.820003,-73.959089,Italian,Pisticci,4.0,1035,125 La Salle St,(212) 932-3500,14,1,15
20647,W 133 St & 12 Ave,40.820003,-73.959089,Sports Bars,123BSB,3.5,78,712 W 125th St,(646) 850-0193,14,1,15
20648,W 133 St & 12 Ave,40.820003,-73.959089,Gastropubs,The Expat,4.0,128,64 Tiemann Pl,(646) 410-2922,14,1,15
20649,W 133 St & 12 Ave,40.820003,-73.959089,Pizza,Fumo - Harlem,4.0,591,1600 Amsterdam Ave,(646) 692-6675,14,1,15
20650,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Harlem Public,4.0,1187,3612 Broadway,(212) 939-9404,14,1,15
20651,W 133 St & 12 Ave,40.820003,-73.959089,Mexican,Oso,4.0,357,1618 Amsterdam Ave At 140th St,(646) 858-3139,14,1,15
20652,W 133 St & 12 Ave,40.820003,-73.959089,French,Faso Taste,5.0,15,3350 Broadway,(646) 484-5548,14,1,15
20653,W 133 St & 12 Ave,40.820003,-73.959089,Italian,314 Pizza Pasta & Cocktail Bar,4.5,139,3143 Broadway,(646) 682-7645,14,1,15
20654,W 133 St & 12 Ave,40.820003,-73.959089,French,Maison Harlem,4.0,576,341 St Nicholas Ave,(212) 222-9224,14,1,15
20655,W 133 St & 12 Ave,40.820003,-73.959089,Ramen,Jin Ramen,4.0,1161,3183 Broadway,(646) 559-2862,14,1,15
20656,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Trufa Restaurant,4.0,347,3431 Broadway,(212) 281-6165,14,1,15
20657,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Hamilton Hall,4.5,65,3493 Broadway,(646) 454-9797,14,1,15
20658,W 133 St & 12 Ave,40.820003,-73.959089,Spanish,Oliva Tapas Españolas,5.0,21,3229 Broadway,(917) 522-9830,14,1,15
20659,W 133 St & 12 Ave,40.820003,-73.959089,Japanese,Geisha Sushi,4.0,475,3468 Broadway,(212) 862-7800,14,1,15
20660,W 133 St & 12 Ave,40.820003,-73.959089,Barbeque,Dinosaur Bar-B-Que,4.0,3484,700 W 125th St,(212) 694-1777,14,1,15
20661,W 133 St & 12 Ave,40.820003,-73.959089,American (Traditional),Baylander Steel Beach,4.0,153,125th St W Harlem Piers,(212) 694-1777,14,1,15
20662,W 133 St & 12 Ave,40.820003,-73.959089,Chinese,Panda Harlem,3.5,130,2331 12th Ave,(347) 905-4192,14,1,15
20663,W 133 St & 12 Ave,40.820003,-73.959089,Mexican,Skinny’s Cantina On the Hudson,2.5,117,701 W 133rd St,(917) 672-4111,14,1,15
20664,W 133 St & 12 Ave,40.820003,-73.959089,Ramen,ROKC,4.5,524,3452 Broadway,(332) 217-8755,14,1,15
20665,W 133 St & 12 Ave,40.820003,-73.959089,Cocktail Bars,The Honey Well,4.5,403,3604 Broadway,(332) 217-8755,14,1,15
20666,W 133 St & 12 Ave,40.820003,-73.959089,Italian,Pisticci,4.0,1035,125 La Salle St,(212) 932-3500,14,1,15
20667,W 133 St & 12 Ave,40.820003,-73.959089,Sports Bars,123BSB,3.5,78,712 W 125th St,(646) 850-0193,14,1,15
20668,W 133 St & 12 Ave,40.820003,-73.959089,Gastropubs,The Expat,4.0,128,64 Tiemann Pl,(646) 410-2922,14,1,15
20669,W 133 St & 12 Ave,40.820003,-73.959089,Pizza,Fumo - Harlem,4.0,591,1600 Amsterdam Ave,(646) 692-6675,14,1,15
20670,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Harlem Public,4.0,1187,3612 Broadway,(212) 939-9404,14,1,15
20671,W 133 St & 12 Ave,40.820003,-73.959089,Mexican,Oso,4.0,357,1618 Amsterdam Ave At 140th St,(646) 858-3139,14,1,15
20672,W 133 St & 12 Ave,40.820003,-73.959089,French,Faso Taste,5.0,15,3350 Broadway,(646) 484-5548,14,1,15
20673,W 133 St & 12 Ave,40.820003,-73.959089,Italian,314 Pizza Pasta & Cocktail Bar,4.5,139,3143 Broadway,(646) 682-7645,14,1,15
20674,W 133 St & 12 Ave,40.820003,-73.959089,French,Maison Harlem,4.0,576,341 St Nicholas Ave,(212) 222-9224,14,1,15
20675,W 133 St & 12 Ave,40.820003,-73.959089,Ramen,Jin Ramen,4.0,1161,3183 Broadway,(646) 559-2862,14,1,15
20676,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Trufa Restaurant,4.0,347,3431 Broadway,(212) 281-6165,14,1,15
20677,W 133 St & 12 Ave,40.820003,-73.959089,American (New),Hamilton Hall,4.5,65,3493 Broadway,(646) 454-9797,14,1,15
20678,W 133 St & 12 Ave,40.820003,-73.959089,Spanish,Oliva Tapas Españolas,5.0,21,3229 Broadway,(917) 522-9830,14,1,15
20679,W 133 St & 12 Ave,40.820003,-73.959089,Japanese,Geisha Sushi,4.0,475,3468 Broadway,(212) 862-7800,14,1,15
20680,E 142 St & 3 Ave,40.812735,-73.923697,Cocktail Bars,Charlies Bar & Kitchen,4.0,413,112 Lincoln Ave,(718) 684-2338,3,12,15
20681,E 142 St & 3 Ave,40.812735,-73.923697,Mexican,La Morada,4.5,178,308 Willis Ave,(718) 292-0235,3,12,15
20682,E 142 St & 3 Ave,40.812735,-73.923697,French,MAiSONETTA,5.0,55,141 Lincoln Ave,(347) 297-4607,3,12,15
20683,E 142 St & 3 Ave,40.812735,-73.923697,American (Traditional),Beatstro,4.0,577,135 Alexander Ave,(718) 489-9397,3,12,15
20684,E 142 St & 3 Ave,40.812735,-73.923697,Latin American,Rosa’s At Park,3.5,93,2568 Park Ave,(929) 502-3700,3,12,15
20685,E 142 St & 3 Ave,40.812735,-73.923697,Cafes,Mottley Kitchen,4.5,133,402 E 140th St,(929) 308-2099,3,12,15
20686,E 142 St & 3 Ave,40.812735,-73.923697,Chocolatiers & Shops,Chocobar Cortes,4.5,414,141 Alexander Ave,(718) 841-9310,3,12,15
20687,E 142 St & 3 Ave,40.812735,-73.923697,Sushi Bars,Ceetay,4.0,372,129 Alexander Ave,(718) 618-7020,3,12,15
20688,E 142 St & 3 Ave,40.812735,-73.923697,Waffles,ININE Bistro,4.0,104,53 Bruckner Blvd,(929) 265-9682,3,12,15
20689,E 142 St & 3 Ave,40.812735,-73.923697,Cuban,Zona De Cuba,3.5,781,558 Grand Concourse,(718) 292-1400,3,12,15
20690,E 142 St & 3 Ave,40.812735,-73.923697,Mexican,Xochimilco Family Restaurant,4.5,126,653 Melrose Ave,(718) 402-5400,3,12,15
20691,E 142 St & 3 Ave,40.812735,-73.923697,Chicken Wings,Tex's Chicken & Burgers,4.5,3,2660 3rd Ave,(347) 271-9319,3,12,15
20692,E 142 St & 3 Ave,40.812735,-73.923697,Peruvian,Los Nisperos,4.0,62,500 E 149th St,(718) 292-3377,3,12,15
20693,E 142 St & 3 Ave,40.812735,-73.923697,Pizza,Landin Mac & Cheese,4.0,147,701 Melrose Ave,(347) 726-4217,3,12,15
20694,E 142 St & 3 Ave,40.812735,-73.923697,Lounges,G-Bar,3.0,127,575 Grand Concourse,(718) 402-6996,3,12,15
20695,E 142 St & 3 Ave,40.812735,-73.923697,American (Traditional),American Grill,4.5,18,2987 Third Ave,(718) 585-6978,3,12,15
20696,E 142 St & 3 Ave,40.812735,-73.923697,Bookstores,The Lit. Bar,4.5,67,131 Alexander Ave,(347) 955-3610,3,12,15
20697,E 142 St & 3 Ave,40.812735,-73.923697,Soul Food,Sam's Soul Food Restaurant Bar & Lounge,3.5,95,596-598 Grand Concourse,(718) 665-5341,3,12,15
20698,E 142 St & 3 Ave,40.812735,-73.923697,Cafes,Mott Haven Bagel & Barista Cafe,3.5,32,221 E 138th St,(718) 292-0600,3,12,15
20699,E 142 St & 3 Ave,40.812735,-73.923697,Juice Bars & Smoothies,Franco's,4.5,45,295 E 149th St,(347) 577-1466,3,12,15
20700,E 142 St & 3 Ave,40.812735,-73.923697,Cocktail Bars,Charlies Bar & Kitchen,4.0,413,112 Lincoln Ave,(718) 684-2338,3,12,15
20701,E 142 St & 3 Ave,40.812735,-73.923697,Mexican,La Morada,4.5,178,308 Willis Ave,(718) 292-0235,3,12,15
20702,E 142 St & 3 Ave,40.812735,-73.923697,French,MAiSONETTA,5.0,55,141 Lincoln Ave,(347) 297-4607,3,12,15
20703,E 142 St & 3 Ave,40.812735,-73.923697,American (Traditional),Beatstro,4.0,577,135 Alexander Ave,(718) 489-9397,3,12,15
20704,E 142 St & 3 Ave,40.812735,-73.923697,Latin American,Rosa’s At Park,3.5,93,2568 Park Ave,(929) 502-3700,3,12,15
20705,E 142 St & 3 Ave,40.812735,-73.923697,Cafes,Mottley Kitchen,4.5,133,402 E 140th St,(929) 308-2099,3,12,15
20706,E 142 St & 3 Ave,40.812735,-73.923697,Chocolatiers & Shops,Chocobar Cortes,4.5,414,141 Alexander Ave,(718) 841-9310,3,12,15
20707,E 142 St & 3 Ave,40.812735,-73.923697,Sushi Bars,Ceetay,4.0,372,129 Alexander Ave,(718) 618-7020,3,12,15
20708,E 142 St & 3 Ave,40.812735,-73.923697,Waffles,ININE Bistro,4.0,104,53 Bruckner Blvd,(929) 265-9682,3,12,15
20709,E 142 St & 3 Ave,40.812735,-73.923697,Cuban,Zona De Cuba,3.5,781,558 Grand Concourse,(718) 292-1400,3,12,15
20710,E 142 St & 3 Ave,40.812735,-73.923697,Mexican,Xochimilco Family Restaurant,4.5,126,653 Melrose Ave,(718) 402-5400,3,12,15
20711,E 142 St & 3 Ave,40.812735,-73.923697,Chicken Wings,Tex's Chicken & Burgers,4.5,3,2660 3rd Ave,(347) 271-9319,3,12,15
20712,E 142 St & 3 Ave,40.812735,-73.923697,Peruvian,Los Nisperos,4.0,62,500 E 149th St,(718) 292-3377,3,12,15
20713,E 142 St & 3 Ave,40.812735,-73.923697,Pizza,Landin Mac & Cheese,4.0,147,701 Melrose Ave,(347) 726-4217,3,12,15
20714,E 142 St & 3 Ave,40.812735,-73.923697,Lounges,G-Bar,3.0,127,575 Grand Concourse,(718) 402-6996,3,12,15
20715,E 142 St & 3 Ave,40.812735,-73.923697,American (Traditional),American Grill,4.5,18,2987 Third Ave,(718) 585-6978,3,12,15
20716,E 142 St & 3 Ave,40.812735,-73.923697,Bookstores,The Lit. Bar,4.5,67,131 Alexander Ave,(347) 955-3610,3,12,15
20717,E 142 St & 3 Ave,40.812735,-73.923697,Soul Food,Sam's Soul Food Restaurant Bar & Lounge,3.5,95,596-598 Grand Concourse,(718) 665-5341,3,12,15
20718,E 142 St & 3 Ave,40.812735,-73.923697,Cafes,Mott Haven Bagel & Barista Cafe,3.5,32,221 E 138th St,(718) 292-0600,3,12,15
20719,E 142 St & 3 Ave,40.812735,-73.923697,Juice Bars & Smoothies,Franco's,4.5,45,295 E 149th St,(347) 577-1466,3,12,15
20720,E 142 St & 3 Ave,40.812735,-73.923697,Cocktail Bars,Charlies Bar & Kitchen,4.0,413,112 Lincoln Ave,(718) 684-2338,3,12,15
20721,E 142 St & 3 Ave,40.812735,-73.923697,Mexican,La Morada,4.5,178,308 Willis Ave,(718) 292-0235,3,12,15
20722,E 142 St & 3 Ave,40.812735,-73.923697,French,MAiSONETTA,5.0,55,141 Lincoln Ave,(347) 297-4607,3,12,15
20723,E 142 St & 3 Ave,40.812735,-73.923697,American (Traditional),Beatstro,4.0,577,135 Alexander Ave,(718) 489-9397,3,12,15
20724,E 142 St & 3 Ave,40.812735,-73.923697,Latin American,Rosa’s At Park,3.5,93,2568 Park Ave,(929) 502-3700,3,12,15
20725,E 142 St & 3 Ave,40.812735,-73.923697,Cafes,Mottley Kitchen,4.5,133,402 E 140th St,(929) 308-2099,3,12,15
20726,E 142 St & 3 Ave,40.812735,-73.923697,Chocolatiers & Shops,Chocobar Cortes,4.5,414,141 Alexander Ave,(718) 841-9310,3,12,15
20727,E 142 St & 3 Ave,40.812735,-73.923697,Sushi Bars,Ceetay,4.0,372,129 Alexander Ave,(718) 618-7020,3,12,15
20728,E 142 St & 3 Ave,40.812735,-73.923697,Waffles,ININE Bistro,4.0,104,53 Bruckner Blvd,(929) 265-9682,3,12,15
20729,E 142 St & 3 Ave,40.812735,-73.923697,Cuban,Zona De Cuba,3.5,781,558 Grand Concourse,(718) 292-1400,3,12,15
20730,E 142 St & 3 Ave,40.812735,-73.923697,Mexican,Xochimilco Family Restaurant,4.5,126,653 Melrose Ave,(718) 402-5400,3,12,15
20731,E 142 St & 3 Ave,40.812735,-73.923697,Chicken Wings,Tex's Chicken & Burgers,4.5,3,2660 3rd Ave,(347) 271-9319,3,12,15
20732,E 142 St & 3 Ave,40.812735,-73.923697,Peruvian,Los Nisperos,4.0,62,500 E 149th St,(718) 292-3377,3,12,15
20733,E 142 St & 3 Ave,40.812735,-73.923697,Pizza,Landin Mac & Cheese,4.0,147,701 Melrose Ave,(347) 726-4217,3,12,15
20734,E 142 St & 3 Ave,40.812735,-73.923697,Lounges,G-Bar,3.0,127,575 Grand Concourse,(718) 402-6996,3,12,15
20735,E 142 St & 3 Ave,40.812735,-73.923697,American (Traditional),American Grill,4.5,18,2987 Third Ave,(718) 585-6978,3,12,15
20736,E 142 St & 3 Ave,40.812735,-73.923697,Bookstores,The Lit. Bar,4.5,67,131 Alexander Ave,(347) 955-3610,3,12,15
20737,E 142 St & 3 Ave,40.812735,-73.923697,Soul Food,Sam's Soul Food Restaurant Bar & Lounge,3.5,95,596-598 Grand Concourse,(718) 665-5341,3,12,15
20738,E 142 St & 3 Ave,40.812735,-73.923697,Cafes,Mott Haven Bagel & Barista Cafe,3.5,32,221 E 138th St,(718) 292-0600,3,12,15
20739,E 142 St & 3 Ave,40.812735,-73.923697,Juice Bars & Smoothies,Franco's,4.5,45,295 E 149th St,(347) 577-1466,3,12,15
20740,E 138 St & Cypress Ave,40.805559,-73.914718,Latin American,Pio Pio 4,3.5,234,264 Cypress Ave,(718) 401-3300,4,19,23
20741,E 138 St & Cypress Ave,40.805559,-73.914718,Burgers,Milk Burger,4.0,142,148 Bruckner Blvd,(212) 360-1988,4,19,23
20742,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,La Morada,4.5,178,308 Willis Ave,(718) 292-0235,4,19,23
20743,E 138 St & Cypress Ave,40.805559,-73.914718,Cafes,Mottley Kitchen,4.5,133,402 E 140th St,(929) 308-2099,4,19,23
20744,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Master Grill,3.0,26,262 Cypress Ave,(718) 292-8888,4,19,23
20745,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Mexicocina,3.5,204,503 Jackson Ave,(347) 498-1055,4,19,23
20746,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,La Patrona Restaurant,4.0,41,558 Southern Blvd,(718) 401-6000,4,19,23
20747,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Jalisco Tacos,4.5,20,214 St Anns Ave,(718) 585-4148,4,19,23
20748,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Noches Mexicanas,3.5,49,524 Brook Ave,(347) 591-0645,4,19,23
20749,E 138 St & Cypress Ave,40.805559,-73.914718,American (New),Picanteria El Botecito Corporation,4.5,17,151 Bruckner Blvd,(718) 401-7366,4,19,23
20750,E 138 St & Cypress Ave,40.805559,-73.914718,Chinese,No 1 Wok,2.5,15,262 Cypress Ave,(718) 402-8215,4,19,23
20751,E 138 St & Cypress Ave,40.805559,-73.914718,Juice Bars & Smoothies,Ginbos Hamburger House,4.5,3,252 St. Ann's Ave,(347) 879-6571,4,19,23
20752,E 138 St & Cypress Ave,40.805559,-73.914718,Italian,The Original Venice Restaurant,3.5,75,772 E 149th St,(718) 585-5164,4,19,23
20753,E 138 St & Cypress Ave,40.805559,-73.914718,Bakeries,Valencia Bakery,3.5,55,499 E 138th St,(718) 585-7062,4,19,23
20754,E 138 St & Cypress Ave,40.805559,-73.914718,Dominican,St Ann's Cafe,2.5,13,283 St Ann's Ave,(917) 688-1611,4,19,23
20755,E 138 St & Cypress Ave,40.805559,-73.914718,Latin American,Caridad Express,2.5,12,710 E 138th St,(718) 665-0257,4,19,23
20756,E 138 St & Cypress Ave,40.805559,-73.914718,Cocktail Bars,Madison Cafe,2.5,50,463 Willis Ave,(718) 993-3555,4,19,23
20757,E 138 St & Cypress Ave,40.805559,-73.914718,Pizza,Golden Pizza,4.0,30,504 E 138th St,(718) 665-8328,4,19,23
20758,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Santa Clarita,4.5,25,237 Willis Ave,(718) 292-9399,4,19,23
20759,E 138 St & Cypress Ave,40.805559,-73.914718,Grocery,Grand Stop Grocery,4.5,3,713 E 138th St,(718) 993-9399,4,19,23
20760,E 138 St & Cypress Ave,40.805559,-73.914718,Latin American,Pio Pio 4,3.5,234,264 Cypress Ave,(718) 401-3300,4,19,23
20761,E 138 St & Cypress Ave,40.805559,-73.914718,Burgers,Milk Burger,4.0,142,148 Bruckner Blvd,(212) 360-1988,4,19,23
20762,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,La Morada,4.5,178,308 Willis Ave,(718) 292-0235,4,19,23
20763,E 138 St & Cypress Ave,40.805559,-73.914718,Cafes,Mottley Kitchen,4.5,133,402 E 140th St,(929) 308-2099,4,19,23
20764,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Master Grill,3.0,26,262 Cypress Ave,(718) 292-8888,4,19,23
20765,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Mexicocina,3.5,204,503 Jackson Ave,(347) 498-1055,4,19,23
20766,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,La Patrona Restaurant,4.0,41,558 Southern Blvd,(718) 401-6000,4,19,23
20767,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Jalisco Tacos,4.5,20,214 St Anns Ave,(718) 585-4148,4,19,23
20768,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Noches Mexicanas,3.5,49,524 Brook Ave,(347) 591-0645,4,19,23
20769,E 138 St & Cypress Ave,40.805559,-73.914718,American (New),Picanteria El Botecito Corporation,4.5,17,151 Bruckner Blvd,(718) 401-7366,4,19,23
20770,E 138 St & Cypress Ave,40.805559,-73.914718,Chinese,No 1 Wok,2.5,15,262 Cypress Ave,(718) 402-8215,4,19,23
20771,E 138 St & Cypress Ave,40.805559,-73.914718,Juice Bars & Smoothies,Ginbos Hamburger House,4.5,3,252 St. Ann's Ave,(347) 879-6571,4,19,23
20772,E 138 St & Cypress Ave,40.805559,-73.914718,Italian,The Original Venice Restaurant,3.5,75,772 E 149th St,(718) 585-5164,4,19,23
20773,E 138 St & Cypress Ave,40.805559,-73.914718,Bakeries,Valencia Bakery,3.5,55,499 E 138th St,(718) 585-7062,4,19,23
20774,E 138 St & Cypress Ave,40.805559,-73.914718,Latin American,Caridad Express,2.5,12,710 E 138th St,(718) 665-0257,4,19,23
20775,E 138 St & Cypress Ave,40.805559,-73.914718,Cocktail Bars,Madison Cafe,2.5,50,463 Willis Ave,(718) 993-3555,4,19,23
20776,E 138 St & Cypress Ave,40.805559,-73.914718,Pizza,Golden Pizza,4.0,30,504 E 138th St,(718) 665-8328,4,19,23
20777,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Santa Clarita,4.5,25,237 Willis Ave,(718) 292-9399,4,19,23
20778,E 138 St & Cypress Ave,40.805559,-73.914718,Dominican,St Ann's Cafe,2.5,13,283 St Ann's Ave,(917) 688-1611,4,19,23
20779,E 138 St & Cypress Ave,40.805559,-73.914718,Grocery,Grand Stop Grocery,4.5,3,713 E 138th St,(718) 993-9399,4,19,23
20780,E 138 St & Cypress Ave,40.805559,-73.914718,Latin American,Pio Pio 4,3.5,234,264 Cypress Ave,(718) 401-3300,4,19,23
20781,E 138 St & Cypress Ave,40.805559,-73.914718,Burgers,Milk Burger,4.0,142,148 Bruckner Blvd,(212) 360-1988,4,19,23
20782,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,La Morada,4.5,178,308 Willis Ave,(718) 292-0235,4,19,23
20783,E 138 St & Cypress Ave,40.805559,-73.914718,Cafes,Mottley Kitchen,4.5,133,402 E 140th St,(929) 308-2099,4,19,23
20784,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Master Grill,3.0,26,262 Cypress Ave,(718) 292-8888,4,19,23
20785,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Mexicocina,3.5,204,503 Jackson Ave,(347) 498-1055,4,19,23
20786,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,La Patrona Restaurant,4.0,41,558 Southern Blvd,(718) 401-6000,4,19,23
20787,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Jalisco Tacos,4.5,20,214 St Anns Ave,(718) 585-4148,4,19,23
20788,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Noches Mexicanas,3.5,49,524 Brook Ave,(347) 591-0645,4,19,23
20789,E 138 St & Cypress Ave,40.805559,-73.914718,American (New),Picanteria El Botecito Corporation,4.5,17,151 Bruckner Blvd,(718) 401-7366,4,19,23
20790,E 138 St & Cypress Ave,40.805559,-73.914718,Chinese,No 1 Wok,2.5,15,262 Cypress Ave,(718) 402-8215,4,19,23
20791,E 138 St & Cypress Ave,40.805559,-73.914718,Juice Bars & Smoothies,Ginbos Hamburger House,4.5,3,252 St. Ann's Ave,(347) 879-6571,4,19,23
20792,E 138 St & Cypress Ave,40.805559,-73.914718,Italian,The Original Venice Restaurant,3.5,75,772 E 149th St,(718) 585-5164,4,19,23
20793,E 138 St & Cypress Ave,40.805559,-73.914718,Bakeries,Valencia Bakery,3.5,55,499 E 138th St,(718) 585-7062,4,19,23
20794,E 138 St & Cypress Ave,40.805559,-73.914718,Latin American,Caridad Express,2.5,12,710 E 138th St,(718) 665-0257,4,19,23
20795,E 138 St & Cypress Ave,40.805559,-73.914718,Cocktail Bars,Madison Cafe,2.5,50,463 Willis Ave,(718) 993-3555,4,19,23
20796,E 138 St & Cypress Ave,40.805559,-73.914718,Pizza,Golden Pizza,4.0,30,504 E 138th St,(718) 665-8328,4,19,23
20797,E 138 St & Cypress Ave,40.805559,-73.914718,Mexican,Santa Clarita,4.5,25,237 Willis Ave,(718) 292-9399,4,19,23
20798,E 138 St & Cypress Ave,40.805559,-73.914718,Dominican,St Ann's Cafe,2.5,13,283 St Ann's Ave,(917) 688-1611,4,19,23
20799,E 138 St & Cypress Ave,40.805559,-73.914718,Grocery,Grand Stop Grocery,4.5,3,713 E 138th St,(718) 993-9399,4,19,23
20800,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Thai,Top Thai Greenwich,4.5,1883,235 Sullivan St,(646) 726-4418,50,1,51
20801,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Pizza,Olio e Più,4.5,4741,3 Greenwich Ave,(212) 243-6546,50,1,51
20802,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Szechuan,Spicy Moon West Village,4.5,373,68 W 3rd St,(646) 590-1390,50,1,51
20803,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Italian,Carbone,4.0,1665,181 Thompson St,(212) 254-3000,50,1,51
20804,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Cuban,Cuba Restaurant and Rum Bar,4.0,1681,222 Thompson St,(212) 420-7878,50,1,51
